i,j,b,d,g,f,m,s,EDGE,w,r,intended
2,5,1.0723961073308534e-08,1.0616063761832185e-07,7.482355073885155e-06,0.00010993977677526148,0.033588479402547854,5.7740107081685254e-10,1.1893421773991413e-08,0.0,7.565707896349468e-10,g
2,6,1.0723961073308534e-08,1.0616063761832185e-07,7.482355073885155e-06,0.00010993977677526148,0.033588479402547854,5.7740107081685254e-10,1.1893421773991413e-08,0.0,7.565707896349468e-10,g
2,7,1.0723961073308534e-08,1.0616063761832185e-07,7.482355073885155e-06,0.00010993977677526148,0.033588479402547854,5.7740107081685254e-10,1.1893421773991413e-08,0.0,7.565707896349468e-10,g
2,8,1.0723961073308534e-08,1.0616063761832185e-07,7.482355073885155e-06,0.00010993977677526148,0.033588479402547854,5.7740107081685254e-10,1.1893421773991413e-08,0.0,7.565707896349468e-10,g
2,9,0.0,2.2126177652016548e-08,0.0,0.00010766740410616575,0.0048165790197665006,6.2787598390562021e-10,9.7737390422774254e-07,0.0,4.3005204377097276e-10,g
2,10,0.0,8.1279836272713862e-08,2.2683417587732788e-05,6.1254798832677707e-05,0.027047645442438786,5.9347182040394244e-10,1.1514643471967795e-08,0.0,0.0,r
2,11,0.0,7.5861180521199593e-08,0.0,7.8561710248894578e-05,0.0049582431085831635,1.2034289691524387e-09,1.0061201955285586e-06,0.0,1.2614859950615201e-09,g
2,12,1.0723961073308534e-08,1.0616063761832185e-07,7.482355073885155e-06,0.00010993977677526148,0.033588479402547854,5.7740107081685254e-10,1.1893421773991413e-08,0.0,7.565707896349468e-10,g
2,13,1.0723961073308534e-08,1.0616063761832185e-07,7.482355073885155e-06,0.00010993977677526148,0.033588479402547854,5.7740107081685254e-10,1.1893421773991413e-08,0.0,7.565707896349468e-10,g
2,14,1.0723961073308534e-08,1.0616063761832185e-07,7.482355073885155e-06,0.00010993977677526148,0.033588479402547854,5.7740107081685254e-10,1.1893421773991413e-08,0.0,7.565707896349468e-10,g
2,15,1.0723961073308534e-08,1.0616063761832185e-07,7.482355073885155e-06,0.00010993977677526148,0.033588479402547854,5.7740107081685254e-10,1.1893421773991413e-08,0.0,7.565707896349468e-10,g
2,16,1.0723961073308534e-08,1.0616063761832185e-07,7.482355073885155e-06,0.00010993977677526148,0.033588479402547854,5.7740107081685254e-10,1.1893421773991413e-08,0.0,7.565707896349468e-10,g
2,17,1.0723961073308534e-08,1.0616063761832185e-07,7.482355073885155e-06,0.00010993977677526148,0.033588479402547854,5.7740107081685254e-10,1.1893421773991413e-08,0.0,7.565707896349468e-10,g
2,18,1.0723961073308534e-08,1.0616063761832185e-07,7.482355073885155e-06,0.00010993977677526148,0.033588479402547854,5.7740107081685254e-10,1.1893421773991413e-08,0.0,7.565707896349468e-10,g
2,19,1.3764779658941419e-07,3.5792552861026452e-08,4.2672720390756855e-06,0.0019463742841866146,0.0022279815810241905,1.6928126717557053e-10,3.8189737928735297e-09,0.0,0.0,g
2,20,2.660759446375012e-06,9.4406595719696241e-09,3.9238107831230588e-07,0.028317478780613619,0.00020012347089703956,3.9091758061986031e-11,0.0,0.0,0.0,f
2,21,2.8752802112762195e-05,1.0609874317307241e-09,1.4449034274080698e-07,0.47554993896113418,1.2591843545906586e-05,6.2238738231270915e-11,0.0,0.0,0.0,f
2,22,2.8752802112762195e-05,1.0609874317307241e-09,1.4449034274080698e-07,0.47554993896113418,1.2591843545906586e-05,6.2238738231270915e-11,0.0,0.0,0.0,f
2,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f
3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,g
3,1,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
3,2,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
3,3,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
3,4,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
3,5,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
3,6,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
3,7,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
3,8,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
3,9,0.0,4.4844567995890312e-08,0.0,7.7301354226514664e-06,0.056012292111053963,9.4976222227803245e-09,1.6427037523162143e-05,0.0,8.1315258756680851e-10,g
3,10,0.0,0.0,0.00043699644059476742,0.0,0.23093832876582512,0.0,1.7083445132262233e-07,0.0,0.0,r
3,11,0.0,1.5375280455733822e-07,0.0,5.64045046224239e-06,0.057659712467261447,1.820377592699562e-08,1.691018568560809e-05,0.0,2.3852475901959715e-09,g
3,12,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
3,13,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
3,14,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
3,15,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
3,16,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
3,17,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
3,18,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
3,19,2.1221595714376841e-08,7.2543102372519931e-08,1.7171579855461101e-05,0.00013974272831072392,0.025909334119140981,2.5606482271008242e-09,6.418672068503302e-08,0.0,0.0,g
3,20,2.660759446375012e-06,9.4406595719696241e-09,3.9238107831230588e-07,0.028317478780613619,0.00020012347089703956,3.9091758061986031e-11,0.0,0.0,0.0,f
3,21,2.8752802112762195e-05,1.0609874317307241e-09,1.4449034274080698e-07,0.47554993896113418,1.2591843545906586e-05,6.2238738231270915e-11,0.0,0.0,0.0,f
3,22,2.8752802112762195e-05,1.0609874317307241e-09,1.4449034274080698e-07,0.47554993896113418,1.2591843545906586e-05,6.2238738231270915e-11,0.0,0.0,0.0,f
3,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f
4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,g
4,1,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
4,2,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
4,3,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
4,4,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
4,5,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
4,6,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
4,7,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
4,8,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
4,9,0.0,4.4844567995890312e-08,0.0,7.7301354226514664e-06,0.056012292111053963,9.4976222227803245e-09,1.6427037523162143e-05,0.0,8.1315258756680851e-10,g
4,10,0.0,0.0,0.00043699644059476742,0.0,0.23093832876582512,0.0,1.7083445132262233e-07,0.0,0.0,r
4,11,0.0,1.5375280455733822e-07,0.0,5.64045046224239e-06,0.057659712467261447,1.820377592699562e-08,1.691018568560809e-05,0.0,2.3852475901959715e-09,g
4,12,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
4,13,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
4,14,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
4,15,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
4,16,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
4,17,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
4,18,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
4,19,2.1221595714376841e-08,7.2543102372519931e-08,1.7171579855461101e-05,0.00013974272831072392,0.025909334119140981,2.5606482271008242e-09,6.418672068503302e-08,0.0,0.0,g
4,20,2.660759446375012e-06,9.4406595719696241e-09,3.9238107831230588e-07,0.028317478780613619,0.00020012347089703956,3.9091758061986031e-11,0.0,0.0,0.0,f
4,21,2.8752802112762195e-05,1.0609874317307241e-09,1.4449034274080698e-07,0.47554993896113418,1.2591843545906586e-05,6.2238738231270915e-11,0.0,0.0,0.0,f
4,22,2.8752802112762195e-05,1.0609874317307241e-09,1.4449034274080698e-07,0.47554993896113418,1.2591843545906586e-05,6.2238738231270915e-11,0.0,0.0,0.0,f
4,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f
5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,g
5,1,3.1959527555107609e-08,5.675140661795777e-08,2.7685729018296903e-06,0.00011483808366128798,0.035084995811572262,2.0169489460040739e-09,0.0,0.0,0.0,g
5,2,3.1959527555107609e-08,5.675140661795777e-08,2.7685729018296903e-06,0.00011483808366128798,0.035084995811572262,2.0169489460040739e-09,0.0,0.0,0.0,g
5,3,3.1959527555107609e-08,5.675140661795777e-08,2.7685729018296903e-06,0.00011483808366128798,0.035084995811572262,2.0169489460040739e-09,0.0,0.0,0.0,g
5,4,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
5,5,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
5,6,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
5,7,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
5,8,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
5,9,0.0,4.4844567995890312e-08,0.0,7.7301354226514664e-06,0.056012292111053963,9.4976222227803245e-09,1.6427037523162143e-05,0.0,8.1315258756680851e-10,g
5,10,0.0,0.0,0.00043699644059476742,0.0,0.23093832876582512,0.0,1.7083445132262233e-07,0.0,0.0,r
5,11,0.0,1.5375280455733822e-07,0.0,5.64045046224239e-06,0.057659712467261447,1.820377592699562e-08,1.691018568560809e-05,0.0,2.3852475901959715e-09,g
5,12,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
5,13,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
5,14,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
5,15,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
5,16,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
5,17,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
5,18,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
5,19,2.1221595714376841e-08,7.2543102372519931e-08,1.7171579855461101e-05,0.00013974272831072392,0.025909334119140981,2.5606482271008242e-09,6.418672068503302e-08,0.0,0.0,g
5,20,1.3764779658941419e-07,3.5792552861026452e-08,4.2672720390756855e-06,0.0019463742841866146,0.0022279815810241905,1.6928126717557053e-10,3.8189737928735297e-09,0.0,0.0,f
5,21,1.4874549677856732e-06,4.0225419045783622e-09,1.571379542933915e-06,0.032686461221051143,0.00014018543335105236,2.6951595419402586e-10,1.6410394269771215e-09,0.0,0.0,f
5,22,1.4874549677856732e-06,4.0225419045783622e-09,1.571379542933915e-06,0.032686461221051143,0.00014018543335105236,2.6951595419402586e-10,1.6410394269771215e-09,0.0,0.0,f
5,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f
6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f
6,1,4.4329103495394809e-06,2.1503724580597479e-09,5.8143175218192482e-07,0.03414278870119699,0.00014643131899540619,9.4145983999283009e-10,0.0,0.0,0.0,f
6,2,4.4329103495394809e-06,2.1503724580597479e-09,5.8143175218192482e-07,0.03414278870119699,0.00014643131899540619,9.4145983999283009e-10,0.0,0.0,0.0,f
6,3,3.4536228844787667e-07,6.378000254714277e-09,1.0194988229526375e-06,0.0019285348140854414,0.0022075610426295134,3.2112231247603233e-09,0.0,0.0,0.0,f
6,4,1.7866462184205953e-08,2.4181034124173314e-08,1.108738178652363e-05,0.0001325559594261724,0.024576854078728012,1.3905742455505863e-08,8.5896935034382425e-08,0.0,4.2872344745980316e-10,g
6,5,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
6,6,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
6,7,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
6,8,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
6,9,0.0,4.4844567995890312e-08,0.0,7.7301354226514664e-06,0.056012292111053963,9.4976222227803245e-09,1.6427037523162143e-05,0.0,8.1315258756680851e-10,g
6,10,0.0,0.0,0.00043699644059476742,0.0,0.23093832876582512,0.0,1.7083445132262233e-07,0.0,0.0,r
6,11,0.0,1.5375280455733822e-07,0.0,5.64045046224239e-06,0.057659712467261447,1.820377592699562e-08,1.691018568560809e-05,0.0,2.3852475901959715e-09,g
6,12,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
6,13,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
6,14,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
6,15,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
6,16,1.6533469622714646e-09,2.1516269131681764e-07,3.0109132129753742e-05,7.8932836717308387e-06,0.39060248199827829,8.7341089358684843e-09,1.9989656457476446e-07,2.0081137193580538e-10,1.4305419638855471e-09,g
